country_name,year,life_ladder,log_gdp_per_capita,social_support,healthy_life_expectancy_at_birth,freedom_to_make_life_choices,generosity,perceptions_of_corruption,positive_affect,negative_affect,confidence_in_national_government,democratic_quality,delivery_quality,standard_deviation_of_ladder_by_country_year,standard_deviation_mean_of_ladder_by_country_year,gini_index_world_bank_estimate,gini_index_world_bank_estimate_average_2000_2017_unbalanced_panel,gini_of_household_income_reported_in_gallup_by_wp5_year,most_people_can_be_trusted_gallup,most_people_can_be_trusted_wvs_round_1981_1984,most_people_can_be_trusted_wvs_round_1989_1993,most_people_can_be_trusted_wvs_round_1994_1998,most_people_can_be_trusted_wvs_round_1999_2004,most_people_can_be_trusted_wvs_round_2005_2009,most_people_can_be_trusted_wvs_round_2010_2014
Afghanistan,2008,3.7235898971557617,7.14491605758667,0.4506623148918152,50.79999923706055,0.7181143164634705,0.17899304628372192,0.8816863298416138,0.5176371932029724,0.2581954896450043,0.6120721101760864,-1.929689645767212,-1.6550843715667725,1.774661898612976,0.47659972310066223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,2009,4.401778221130371,7.314788341522217,0.5523084402084351,51.20000076293945,0.6788963675498962,0.2012282758951187,0.8500354290008545,0.5839256048202515,0.23709242045879364,0.611545205116272,-2.0440926551818848,-1.6350247859954834,1.7226876020431519,0.3913617432117462,NA,NA,0.44190576672554016,0.28631526231765747,NA,NA,NA,NA,NA,NA
Afghanistan,2010,4.758380889892578,7.421525478363037,0.5390751957893372,51.599998474121094,0.6001272201538086,0.13157793879508972,0.7067660689353943,0.6182654500007629,0.2753238081932068,0.29935741424560547,-1.9918100833892822,-1.6171760559082031,1.8786218166351318,0.3948027491569519,NA,NA,0.3273181617259979,0.27583271265029907,NA,NA,NA,NA,NA,NA
Afghanistan,2011,3.831719160079956,7.394348621368408,0.52110356092453,51.91999816894531,0.4959014058113098,0.17345161736011505,0.731108546257019,0.611387312412262,0.26717469096183777,0.30738571286201477,-1.919018268585205,-1.6162211894989014,1.7853597402572632,0.46594223380088806,NA,NA,0.33676424622535706,NA,NA,NA,NA,NA,NA,NA
Afghanistan,2012,3.782937526702881,7.480295658111572,0.5206367373466492,52.2400016784668,0.5309350490570068,0.24694320559501648,0.7756198048591614,0.710384726524353,0.26791912317276,0.43544015288352966,-1.8429957628250122,-1.4040775299072266,1.7982832193374634,0.47536689043045044,NA,NA,0.344539612531662,NA,NA,NA,NA,NA,NA,NA
Afghanistan,2013,3.5721004009246826,7.499845027923584,0.48355185985565186,52.560001373291016,0.5779553651809692,0.07203268259763718,0.8232041001319885,0.6205848455429077,0.27332809567451477,0.48284727334976196,-1.8797087669372559,-1.4030355215072632,1.2236899137496948,0.3425687253475189,NA,NA,0.3043684661388397,NA,NA,NA,NA,NA,NA,NA
Afghanistan,2014,3.1308956146240234,7.493170261383057,0.525568425655365,52.880001068115234,0.5085140466690063,0.11490637063980103,0.8712419867515564,0.5316914916038513,0.3748607337474823,0.40904751420021057,-1.773256778717041,-1.3125025033950806,1.395396113395691,0.4456859230995178,NA,NA,0.41397392749786377,NA,NA,NA,NA,NA,NA,NA
Afghanistan,2015,3.9828546047210693,7.476808071136475,0.5285972356796265,53.20000076293945,0.3889275789260864,0.09077954292297363,0.8806383013725281,0.5535531640052795,0.3392760455608368,0.2605571448802948,-1.8443922996520996,-1.2915934324264526,2.1606175899505615,0.5424796342849731,NA,NA,0.5969175696372986,NA,NA,NA,NA,NA,NA,NA
Afghanistan,2016,4.220168590545654,7.471376419067383,0.5590717792510986,53,0.5225661993026733,0.05318796634674072,0.7932455539703369,0.5649526715278625,0.3483322858810425,0.32498955726623535,-1.8554482460021973,-1.3946480751037598,1.7962194681167603,0.4256274104118347,NA,NA,0.4186294972896576,NA,NA,NA,NA,NA,NA,NA
Afghanistan,2017,2.6617181301116943,7.47219705581665,0.4908800721168518,52.79999923706055,0.4270108640193939,-0.11038155108690262,0.9543925523757935,0.4963485598564148,0.37132617831230164,0.26117852330207825,-1.8965394496917725,-1.4402178525924683,1.4540507793426514,0.5462827682495117,NA,NA,0.2865988612174988,NA,NA,NA,NA,NA,NA,NA
Afghanistan,2018,2.694303274154663,7.458603382110596,0.5075158476829529,52.599998474121094,0.37353554368019104,-0.08231879025697708,0.9276056885719299,0.4241253137588501,0.40490439534187317,0.3646664023399353,-1.8707246780395508,-1.4387612342834473,1.40834379196167,0.5227116942405701,NA,NA,0.2906813323497772,NA,NA,NA,NA,NA,NA,NA
Afghanistan,2019,2.375091791152954,7.458468914031982,0.41997286677360535,52.400001525878906,0.3936561644077301,-0.09654892235994339,0.9238491058349609,0.35138705372810364,0.5024737119674683,0.3414822220802307,NA,NA,1.4129045009613037,0.5948841571807861,NA,NA,0.3749296963214874,NA,NA,NA,NA,NA,NA,NA
Albania,2007,4.634251594543457,9.042030334472656,0.8213716149330139,65.80000305175781,0.5286047458648682,-0.009071795269846916,0.8746995329856873,0.552677571773529,0.24633502960205078,0.30068057775497437,-0.04510777071118355,-0.4200240969657898,1.7649469375610352,0.38084831833839417,NA,0.30325,NA,NA,NA,NA,0.2432432472705841,0.23199999332427979,NA,NA
Albania,2009,5.485469818115234,9.161714553833008,0.8330466151237488,66.19999694824219,0.5252232551574707,-0.15795575082302094,0.8636654019355774,0.6400237679481506,0.27925652265548706,NA,0.04811433330178261,-0.26463475823402405,1.9196404218673706,0.34995004534721375,NA,0.30325,0.6173610687255859,0.1110035628080368,NA,NA,0.2432432472705841,0.23199999332427979,NA,NA
Albania,2010,5.268936634063721,9.20307731628418,0.7331522703170776,66.4000015258789,0.5689584016799927,-0.17239166796207428,0.7262616753578186,0.647908091545105,0.3000602424144745,NA,-0.033830657601356506,-0.24643300473690033,1.86220121383667,0.3534301817417145,NA,0.30325,0.5435280799865723,0.2011178582906723,NA,NA,0.2432432472705841,0.23199999332427979,NA,NA
Albania,2011,5.867421627044678,9.230902671813965,0.7594338059425354,66.68000030517578,0.4874962568283081,-0.20491552352905273,0.8770025968551636,0.6276593208312988,0.2565765082836151,NA,-0.11002282798290253,-0.2784126400947571,1.8457833528518677,0.3145816922187805,NA,0.30325,0.40726637840270996,0.06661830842494965,NA,NA,0.2432432472705841,0.23199999332427979,NA,NA
